row_id,author_history_rate,author_history_count,tab_history_rate,tab_history_count,duration_history_rate,duration_history_count
0,0.14285714285714285,0.0,0.08928571428571427,3.0,0.14285714285714285,0.0
1,0.14285714285714285,0.0,0.19047619047619047,4.0,0.14285714285714285,0.0
2,0.6666666666666666,0.0,0.7777777777777777,7.0,0.7222222222222222,1.0
3,0.532608695652174,0.0,0.5593453273363318,82.0,0.532608695652174,0.0
4,0.532608695652174,0.0,0.5593453273363318,82.0,0.532608695652174,0.0
5,0.35555555555555557,0.0,0.2222222222222222,12.0,0.35555555555555557,0.0
6,0.35555555555555557,0.0,0.2222222222222222,12.0,0.35555555555555557,0.0
7,0.35555555555555557,0.0,0.2222222222222222,12.0,0.29629629629629634,1.0
8,0.2777777777777778,0.0,0.2777777777777778,18.0,0.2777777777777778,0.0
9,0.2777777777777778,0.0,0.2777777777777778,18.0,0.2777777777777778,0.0
10,0.2777777777777778,0.0,0.2777777777777778,18.0,0.1984126984126984,2.0
11,0.2777777777777778,0.0,0.2777777777777778,18.0,0.2777777777777778,0.0
12,0.1935483870967742,0.0,0.1935483870967742,31.0,0.24596774193548387,3.0
13,0.1935483870967742,0.0,0.1935483870967742,31.0,0.16129032258064516,1.0
14,0.2857142857142857,0.0,0.15873015873015872,4.0,0.2857142857142857,0.0
15,0.2857142857142857,0.0,0.15873015873015872,4.0,0.2857142857142857,0.0
16,0.2857142857142857,0.0,0.3112244897959183,51.0,0.2040816326530612,2.0
17,0.21428571428571427,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0
18,0.21428571428571427,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0
19,0.14285714285714285,0.0,0.14285714285714285,7.0,0.14285714285714285,0.0
20,0.3673469387755102,0.0,0.17036379769299023,41.0,0.19533527696793002,30.0
21,0.3673469387755102,0.0,0.44621598639455784,91.0,0.3242630385487528,13.0
22,0.3673469387755102,0.0,0.17036379769299023,41.0,0.19533527696793002,30.0
23,0.3673469387755102,0.0,0.17036379769299023,41.0,0.5581188997338066,18.0
24,0.3673469387755102,0.0,0.17036379769299023,41.0,0.3022959183673469,11.0
25,0.14130434782608695,0.0,0.10590062111801242,30.0,0.14221014492753623,7.0
26,0.14130434782608695,0.0,0.10590062111801242,30.0,0.10093167701863352,2.0
27,0.14130434782608695,0.0,0.10590062111801242,30.0,0.05434782608695651,8.0
28,0.14130434782608695,0.0,0.10590062111801242,30.0,0.10093167701863352,2.0
29,0.14130434782608695,0.0,0.10590062111801242,30.0,0.11775362318840578,1.0
30,0.14130434782608695,0.0,0.10590062111801242,30.0,0.05434782608695651,8.0
31,0.14130434782608695,0.0,0.03102766798418972,50.0,0.14130434782608695,0.0
32,0.14130434782608695,0.0,0.14130434782608695,0.0,0.14221014492753623,7.0
33,0.14130434782608695,0.0,0.14130434782608695,0.0,0.14221014492753623,7.0
34,0.14130434782608695,0.0,0.03102766798418972,50.0,0.11775362318840578,1.0
35,0.33661989357749283,0.0,0.33661989357749283,0.0,0.33661989357749283,0.0
36,0.75,0.0,0.75,20.0,0.6785714285714286,2.0
37,0.75,0.0,0.75,20.0,0.75,0.0
38,0.023809523809523808,0.0,0.0027056277056277055,39.0,0.01984126984126984,1.0
39,0.023809523809523808,0.0,0.0027056277056277055,39.0,0.013227513227513227,4.0
40,0.14583333333333334,0.0,0.15293560606060608,39.0,0.34114583333333337,3.0
41,0.14583333333333334,0.0,0.15293560606060608,39.0,0.04557291666666667,11.0
42,0.14583333333333334,0.0,0.15293560606060608,39.0,0.04557291666666667,11.0
43,0.14583333333333334,0.0,0.15293560606060608,39.0,0.14583333333333334,0.0
44,0.17391304347826086,0.0,0.1739130434782609,23.0,0.17391304347826086,0.0
45,0.17391304347826086,0.0,0.1739130434782609,23.0,0.17391304347826086,0.0
46,0.17391304347826086,0.0,0.1739130434782609,23.0,0.17391304347826086,0.0
47,0.17391304347826086,0.0,0.1739130434782609,23.0,0.17391304347826086,0.0
48,0.17391304347826086,0.0,0.17391304347826086,0.0,0.17391304347826086,0.0
49,0.17391304347826086,0.0,0.17391304347826086,0.0,0.17391304347826086,0.0
50,0.27450980392156865,0.0,0.3866421568627451,27.0,0.1715686274509804,3.0
51,0.27450980392156865,0.0,0.3866421568627451,27.0,0.27450980392156865,0.0
52,0.33661989357749283,0.0,0.33661989357749283,0.0,0.33661989357749283,0.0
53,0.33661989357749283,0.0,0.33661989357749283,0.0,0.33661989357749283,0.0
54,0.33661989357749283,0.0,0.33661989357749283,0.0,0.33661989357749283,0.0
55,0.33661989357749283,0.0,0.33661989357749283,0.0,0.33661989357749283,0.0
56,0.16666666666666666,0.0,0.5222222222222223,10.0,0.13888888888888887,1.0
57,0.16666666666666666,0.0,0.023809523809523808,30.0,0.09259259259259259,4.0
58,0.16666666666666666,0.0,0.023809523809523808,30.0,0.18333333333333332,5.0
59,0.42622950819672123,0.0,0.4262295081967213,61.0,0.2846497764530551,6.0
60,0.42622950819672123,0.0,0.42622950819672123,0.0,0.4473067915690866,2.0
61,0.42622950819672123,0.0,0.4262295081967213,61.0,0.4131147540983607,5.0
62,0.42622950819672123,0.0,0.4262295081967213,61.0,0.4131147540983607,5.0
63,0.42622950819672123,0.0,0.4262295081967213,61.0,0.5109289617486339,7.0
64,0.42622950819672123,0.0,0.4262295081967213,61.0,0.4473067915690866,2.0
65,0.3333333333333333,0.0,0.3555555555555555,25.0,0.27777777777777773,1.0
66,0.10181818181818184,0.0,0.10481283422459893,267.0,0.06363636363636364,3.0
67,0.10181818181818184,0.0,0.10481283422459893,267.0,0.1320574162679426,14.0
68,0.10181818181818184,0.0,0.10481283422459893,267.0,0.08383838383838385,13.0
69,0.10181818181818184,0.0,0.10481283422459893,267.0,0.13719008264462812,6.0
70,0.10181818181818184,0.0,0.039160839160839164,8.0,0.11404958677685952,17.0
71,0.10181818181818184,0.0,0.039160839160839164,8.0,0.11404958677685952,17.0
72,0.10181818181818184,0.0,0.10481283422459893,267.0,0.039160839160839164,8.0
73,0.10181818181818184,0.0,0.10481283422459893,267.0,0.15090909090909094,5.0
74,0.3181818181818182,0.0,0.33041958041958036,21.0,0.3181818181818182,0.0
75,0.3181818181818182,0.0,0.33041958041958036,21.0,0.3181818181818182,0.0
76,0.3181818181818182,0.0,0.33041958041958036,21.0,0.28787878787878785,4.0
77,0.16666666666666666,0.0,0.08333333333333333,5.0,0.13888888888888887,1.0
78,0.16666666666666666,0.0,0.07575757575757575,6.0,0.16666666666666666,0.0
79,0.5333333333333333,0.0,0.5376344086021506,26.0,0.4444444444444444,1.0
80,0.5333333333333333,0.0,0.38095238095238093,2.0,0.5333333333333333,0.0
81,0.46296296296296297,1.0,0.5982905982905983,8.0,0.5396825396825397,2.0
82,0.5555555555555556,0.0,0.5982905982905983,8.0,0.5555555555555556,0.0
83,0.5555555555555556,0.0,0.5982905982905983,8.0,0.5555555555555556,0.0
84,0.5555555555555556,0.0,0.5982905982905983,8.0,0.5396825396825397,2.0
85,0.14285714285714285,0.0,0.15419501133786848,58.0,0.1020408163265306,2.0
86,0.14285714285714285,0.0,0.15419501133786848,58.0,0.13186813186813187,8.0
87,0.14285714285714285,0.0,0.15419501133786848,58.0,0.14285714285714285,0.0
88,0.14285714285714285,0.0,0.15419501133786848,58.0,0.21428571428571427,3.0
89,0.55,0.0,0.5833333333333334,34.0,0.55,0.0
90,0.55,0.0,0.5833333333333334,34.0,0.4318181818181818,6.0
91,0.55,0.0,0.5833333333333334,34.0,0.625,1.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.3055555555555556,0.0,0.31319444444444444,35.0,0.25462962962962965,1.0
94,0.3055555555555556,0.0,0.31319444444444444,35.0,0.3611111111111111,2.0
95,0.16037735849056603,0.0,0.17283385235391097,98.0,0.22523584905660377,3.0
96,0.16037735849056603,0.0,0.17283385235391097,98.0,0.16037735849056603,0.0
97,0.16037735849056603,0.0,0.17283385235391097,98.0,0.2574123989218329,2.0
98,0.16037735849056603,0.0,0.17283385235391097,98.0,0.16037735849056603,0.0
99,0.16037735849056603,0.0,0.17283385235391097,98.0,0.180188679245283,5.0
100,0.16037735849056603,0.0,0.17283385235391097,98.0,0.11455525606469001,2.0
101,0.16037735849056603,0.0,0.17283385235391097,98.0,0.13109954456733897,24.0
102,0.16037735849056603,0.0,0.17283385235391097,98.0,0.180188679245283,5.0
103,0.16037735849056603,0.0,0.17283385235391097,98.0,0.13109954456733897,24.0
104,0.16037735849056603,0.0,0.17283385235391097,98.0,0.180188679245283,5.0
105,0.16037735849056603,0.0,0.17283385235391097,98.0,0.22523584905660377,3.0
106,0.16037735849056603,0.0,0.17283385235391097,98.0,0.13364779874213836,1.0
107,0.16037735849056603,0.0,0.17283385235391097,98.0,0.180188679245283,5.0
108,0.16037735849056603,0.0,0.17283385235391097,98.0,0.16380789022298456,6.0
109,0.16037735849056603,0.0,0.17283385235391097,98.0,0.16037735849056603,0.0
110,0.16037735849056603,0.0,0.17283385235391097,98.0,0.16037735849056603,0.0
111,0.21739130434782608,0.0,0.26465028355387527,18.0,0.18115942028985507,1.0
112,0.7719298245614035,0.0,0.42884990253411304,4.0,0.7621832358674463,4.0
113,0.4666666666666667,0.0,0.4666666666666667,15.0,0.3888888888888889,1.0
114,0.4666666666666667,0.0,0.4666666666666667,15.0,0.3888888888888889,1.0
115,0.4666666666666667,0.0,0.4666666666666667,15.0,0.5555555555555556,1.0
116,0.4666666666666667,0.0,0.4666666666666667,15.0,0.4666666666666667,0.0
117,0.3448275862068966,0.0,0.36637931034482757,27.0,0.3448275862068966,0.0
118,0.3448275862068966,0.0,0.36637931034482757,27.0,0.5320197044334976,2.0
119,0.3448275862068966,0.0,0.36637931034482757,27.0,0.5320197044334976,2.0
120,0.3448275862068966,0.0,0.36637931034482757,27.0,0.2873563218390805,1.0
121,0.75,0.0,0.8863636363636364,6.0,0.8214285714285714,2.0
122,0.5873015873015873,0.0,0.6236772486772487,43.0,0.7052154195011339,2.0
123,0.5873015873015873,0.0,0.6236772486772487,43.0,0.562358276643991,2.0
124,0.5873015873015873,0.0,0.6236772486772487,43.0,0.6560846560846562,1.0
125,0.5873015873015873,0.0,0.6236772486772487,43.0,0.4894179894179895,1.0
126,0.5873015873015873,0.0,0.6236772486772487,43.0,0.7052154195011339,2.0
127,0.5873015873015873,0.0,0.6236772486772487,43.0,0.5936507936507937,5.0
128,0.5873015873015873,0.0,0.6236772486772487,43.0,0.5485008818342152,4.0
129,0.22549019607843138,0.0,0.08687363834422658,31.0,0.2751633986928104,10.0
130,0.22549019607843138,0.0,0.28324142156862747,59.0,0.16106442577030813,2.0
131,0.44897959183673464,0.0,0.4842687074829932,43.0,0.32448979591836735,5.0
132,0.44897959183673464,0.0,0.4842687074829932,43.0,0.44897959183673464,0.0
133,0.44897959183673464,0.0,0.4842687074829932,43.0,0.32448979591836735,5.0
134,0.44897959183673464,0.0,0.4842687074829932,43.0,0.44897959183673464,0.0
135,0.44897959183673464,0.0,0.4842687074829932,43.0,0.4370748299319727,7.0
136,0.3469387755102041,0.0,0.3469387755102041,49.0,0.5335276967930029,2.0
137,0.3469387755102041,0.0,0.3469387755102041,49.0,0.2891156462585034,1.0
138,0.3157894736842105,0.0,0.312280701754386,205.0,0.2861842105263158,11.0
139,0.3157894736842105,0.0,0.312280701754386,205.0,0.19736842105263158,3.0
140,0.3157894736842105,0.0,0.312280701754386,205.0,0.2543859649122807,13.0
141,0.3157894736842105,0.0,0.3157894736842105,0.0,0.37192982456140355,10.0
142,0.3157894736842105,0.0,0.312280701754386,205.0,0.25207756232686984,33.0
143,0.3157894736842105,0.0,0.312280701754386,205.0,0.25207756232686984,33.0
144,0.3157894736842105,0.0,0.312280701754386,205.0,0.37299771167048057,18.0
145,0.3684210526315789,2.0,0.312280701754386,205.0,0.37192982456140355,10.0
146,0.3157894736842105,0.0,0.312280701754386,205.0,0.25207756232686984,33.0
147,0.5652173913043478,0.0,0.5652173913043478,23.0,0.4710144927536231,1.0
148,0.6323529411764706,0.0,0.6323529411764706,68.0,0.5269607843137255,1.0
149,0.24657534246575344,0.0,0.2671232876712329,67.0,0.24809741248097414,4.0
150,0.24657534246575344,0.0,0.2671232876712329,67.0,0.20205479452054795,11.0
151,0.24657534246575344,0.0,0.2671232876712329,67.0,0.17612524461839532,2.0
152,0.24657534246575344,0.0,0.2671232876712329,67.0,0.31898238747553814,2.0
153,0.23529411764705882,0.0,0.2621848739495798,30.0,0.21764705882352944,5.0
154,0.23529411764705882,0.0,0.2621848739495798,30.0,0.3109243697478992,2.0
155,0.23529411764705882,0.0,0.2621848739495798,30.0,0.14705882352941177,3.0
156,0.23529411764705882,0.0,0.2621848739495798,30.0,0.3109243697478992,2.0
157,0.23529411764705882,0.0,0.2621848739495798,30.0,0.14705882352941177,3.0
158,0.23529411764705882,0.0,0.2621848739495798,30.0,0.19607843137254902,1.0
159,0.23529411764705882,0.0,0.2621848739495798,30.0,0.19607843137254902,1.0
160,0.23529411764705882,0.0,0.2621848739495798,30.0,0.19607843137254902,1.0
161,0.23529411764705882,0.0,0.2621848739495798,30.0,0.2720588235294118,3.0
162,0.23529411764705882,0.0,0.2621848739495798,30.0,0.19607843137254902,1.0
163,0.23529411764705882,0.0,0.2621848739495798,30.0,0.23529411764705882,0.0
164,0.20987654320987653,0.0,0.31469377874606635,46.0,0.16049382716049385,14.0
165,0.20987654320987653,0.0,0.31469377874606635,46.0,0.16049382716049385,14.0
166,0.20987654320987653,0.0,0.31469377874606635,46.0,0.14991181657848324,2.0
167,0.20987654320987653,0.0,0.31469377874606635,46.0,0.20987654320987653,0.0
168,0.34782608695652173,0.0,0.34239130434782605,3.0,0.3913043478260869,2.0
169,0.34782608695652173,0.0,0.19679633867276886,14.0,0.3739130434782608,5.0
170,0.34782608695652173,0.0,0.34239130434782605,3.0,0.3739130434782608,5.0
171,0.1162079510703364,0.0,0.11798483105612136,322.0,0.1162079510703364,0.0
172,0.1162079510703364,0.0,0.11798483105612136,322.0,0.1278942769768458,23.0
173,0.1162079510703364,0.0,0.11798483105612136,322.0,0.19762996941896024,3.0
174,0.1162079510703364,0.0,0.11798483105612136,322.0,0.0581039755351682,5.0
175,0.375,0.0,0.5230263157894737,33.0,0.375,0.0
176,0.375,0.0,0.5230263157894737,33.0,0.4305555555555556,4.0
